test_id,run_number,database,engine,index,target_recall,actual_recall,comparison_recall,recall_tolerance,target_met,calibration_selection,calibration_recall,average_ms,p50_ms,p95_ms,p99_ms,qps,filtered_queries,filtered_recall,filtered_average_ms,filtered_p50_ms,filtered_p95_ms,filtered_p99_ms,unfiltered_queries,unfiltered_recall,unfiltered_average_ms,unfiltered_p50_ms,unfiltered_p95_ms,unfiltered_p99_ms,cpu_average_percent,cpu_max_percent,ram_average_bytes,ram_max_bytes,disk_write_bytes,index_size_bytes,time_to_index_ready_ms,upsert_ms,vector_count,query_executions,concurrency,top_k,warmup_iterations,measurement_iterations,stability_verified,stability_diagnostics,index_parameters,search_parameters,environment,measured_at
"T23",1,"opensearch","Faiss","HNSW",0.900000,0.876000,0.885556,0.010000,false,"WITHIN_TOLERANCE",0.908889,6.022625,5.436700,8.250500,12.726200,1648.941,100,0.790000,6.516392,5.948900,8.600000,11.741200,900,0.885556,5.967762,5.377500,8.062300,12.726200,0.880,0.880,5320390737,5320390737,0,85437741,10942,8490,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""ef_construction"":128,""space_type"":""cosinesimil"",""method"":""hnsw"",""engine"":""faiss"",""m"":16,""dimension"":1024}","{""ef_search"":20}","{""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""availableProcessors"":16,""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""cpuCores"":4.0,""memoryBytes"":8589934592},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""physicalMemoryBytes"":51460743168,""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""queryPartition"":{""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200,""method"":""query-type-stratified-sha256""},""os"":""Windows 11 10.0 amd64""}",2026-09-11T10:01:45.710258700Z
"T24",1,"opensearch","Faiss","HNSW",0.950000,0.930000,0.937222,0.010000,false,"CLOSEST_AVAILABLE",0.967778,6.290662,5.872100,9.523500,13.092600,1580.165,100,0.865000,6.371155,6.266200,8.405800,9.113800,900,0.937222,6.281718,5.848700,9.734800,13.132400,0.750,0.750,5323611963,5323611963,0,85437741,10942,8490,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""ef_construction"":128,""space_type"":""cosinesimil"",""method"":""hnsw"",""engine"":""faiss"",""m"":16,""dimension"":1024}","{""ef_search"":40}","{""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""availableProcessors"":16,""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""cpuCores"":4.0,""memoryBytes"":8589934592},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""physicalMemoryBytes"":51460743168,""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""queryPartition"":{""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200,""method"":""query-type-stratified-sha256""},""os"":""Windows 11 10.0 amd64""}",2026-09-11T10:01:49.718661400Z
"T25",1,"opensearch","Faiss","IVF",0.900000,0.915000,0.912222,0.010000,false,"CLOSEST_AVAILABLE",0.916667,6.685501,5.931700,11.627800,21.020400,1486.778,100,0.940000,7.460705,6.271300,12.616000,31.527900,900,0.912222,6.599367,5.881400,11.571400,18.841700,1.030,1.030,5141075853,5141075853,0,84688553,19876,7953,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""engine"":""faiss"",""method"":""ivf"",""nlist"":128,""space_type"":""cosinesimil"",""dimension"":1024}","{""nprobes"":4}","{""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""queryPartition"":{""evaluationQueries"":200,""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""},""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""availableProcessors"":16,""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""springBootVersion"":""4.1.1"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""physicalMemoryBytes"":51460743168}",2026-09-11T10:02:49.437510200Z
"T26",1,"opensearch","Faiss","IVF",0.950000,0.957000,0.955556,0.010000,true,"WITHIN_TOLERANCE",0.955556,6.843262,6.783400,9.576900,11.571600,1451.722,100,0.970000,7.202699,7.119800,9.765900,10.899300,900,0.955556,6.803325,6.747500,9.431400,11.571600,0.900,0.900,5141075853,5141075853,0,84688553,19876,7953,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""engine"":""faiss"",""method"":""ivf"",""nlist"":128,""space_type"":""cosinesimil"",""dimension"":1024}","{""nprobes"":8}","{""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""queryPartition"":{""evaluationQueries"":200,""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""},""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""availableProcessors"":16,""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""springBootVersion"":""4.1.1"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""physicalMemoryBytes"":51460743168}",2026-09-11T10:02:53.450662300Z
"T27",1,"opensearch","JVector","DiskANN",0.900000,0.888000,0.875556,0.010000,false,"WITHIN_TOLERANCE",0.905556,12.148476,7.224100,44.647800,51.628500,818.089,100,1.000000,17.393686,15.001100,50.912500,55.175900,900,0.875556,11.565675,7.127200,43.876200,50.591300,68.405,135.640,5069135151,5069135151,0,88989571,26306,8990,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":80}","{""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""dockerServerVersion"":""29.7.2"",""availableProcessors"":16,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""os"":""Windows 11 10.0 amd64"",""queryPartition"":{""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25""},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""springBootVersion"":""4.1.1""}",2026-09-11T10:04:07.282040800Z
"T28",1,"opensearch","JVector","DiskANN",0.950000,0.949000,0.943333,0.010000,true,"WITHIN_TOLERANCE",0.946667,14.935774,8.583000,51.454900,58.608700,665.847,100,1.000000,22.798161,17.320000,60.485900,71.101600,900,0.943333,14.062176,8.442300,50.608600,55.475700,118.780,236.180,5070208892,5070208892,0,88989571,26306,8990,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":120}","{""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""dockerServerVersion"":""29.7.2"",""availableProcessors"":16,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""os"":""Windows 11 10.0 amd64"",""queryPartition"":{""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25""},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""springBootVersion"":""4.1.1""}",2026-09-11T10:04:12.299995500Z
"T21",1,"opensearch","Lucene","HNSW",0.900000,0.890000,0.885556,0.010000,false,"CLOSEST_AVAILABLE",0.944444,5.963974,5.434900,9.450500,17.207900,1667.062,100,0.930000,6.547075,5.864600,11.174100,18.779200,900,0.885556,5.899184,5.388100,9.192300,16.986000,9.210,9.210,5015448059,5015448059,0,43095641,11570,9485,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""lucene"",""method"":""hnsw""}","{""candidate_k"":10}","{""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""springBootVersion"":""4.1.1"",""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""availableProcessors"":16,""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""queryPartition"":{""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false}}",2026-09-11T10:05:00.847248400Z
"T22",1,"opensearch","Lucene","HNSW",0.950000,0.890000,0.885556,0.010000,false,"WITHIN_TOLERANCE",0.944444,5.753931,5.425000,8.247900,14.638000,1727.647,100,0.930000,6.397705,6.107800,8.296500,16.121200,900,0.885556,5.682400,5.368700,8.177500,14.626300,0.750,0.750,5015448059,5015448059,0,43095641,11570,9485,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""lucene"",""method"":""hnsw""}","{""candidate_k"":10}","{""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""springBootVersion"":""4.1.1"",""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""availableProcessors"":16,""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""queryPartition"":{""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false}}",2026-09-11T10:05:04.858058200Z
"T09",2,"weaviate","Native","hfresh",0.900000,0.966000,0.962222,0.010000,false,"CLOSEST_AVAILABLE",0.943556,18.742345,17.928600,32.779100,42.577400,530.941,100,1.000000,23.102834,21.711900,37.298700,42.682200,900,0.962222,18.257846,17.502500,31.959300,40.594700,189.140,378.030,121896959,122054246,0,-1,67913,8237,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""rqBits"":1,""dimension"":1024,""maxPostingSizeKB"":48,""replicas"":4,""distance"":""cosine""}","{""searchProbe"":8}","{""queryPartition"":{""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""containerLimits"":{""vector-weaviate"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""declaredVectorDbBudget"":{""cpuCores"":4.0,""memoryBytes"":8589934592},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""springBootVersion"":""4.1.1"",""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""availableProcessors"":16,""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6""}",2026-09-11T10:06:57.889230400Z
"T10",2,"weaviate","Native","hfresh",0.950000,0.966000,0.962222,0.010000,false,"WITHIN_TOLERANCE",0.943556,19.074838,18.244300,34.250300,43.546100,521.637,100,1.000000,23.292961,21.694800,41.807000,45.806800,900,0.962222,18.606158,17.786900,33.290400,43.323800,193.430,386.670,123417395,123417395,0,-1,67913,8237,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""rqBits"":1,""dimension"":1024,""maxPostingSizeKB"":48,""replicas"":4,""distance"":""cosine""}","{""searchProbe"":8}","{""queryPartition"":{""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""containerLimits"":{""vector-weaviate"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""declaredVectorDbBudget"":{""cpuCores"":4.0,""memoryBytes"":8589934592},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""springBootVersion"":""4.1.1"",""dockerServerVersion"":""29.7.2"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""availableProcessors"":16,""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6""}",2026-09-11T10:07:04.288217900Z
"T07",2,"weaviate","Native","hnsw",0.900000,0.932500,0.925000,0.010000,false,"CLOSEST_AVAILABLE",0.931111,15.774377,14.880000,27.790900,34.278700,632.312,100,1.000000,16.280754,14.782100,29.913500,32.726300,900,0.925000,15.718113,14.916800,27.521300,34.278700,131.945,263.700,194301132,194301132,0,-1,72319,7913,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""dimension"":1024,""distance"":""cosine"",""efConstruction"":128,""maxConnections"":16}","{""ef"":400}","{""springBootVersion"":""4.1.1"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""dockerServerVersion"":""29.7.2"",""availableProcessors"":16,""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""queryPartition"":{""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25""},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""containerLimits"":{""vector-weaviate"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0}}",2026-09-11T10:08:53.054963Z
"T08",2,"weaviate","Native","hnsw",0.950000,0.954500,0.949444,0.010000,true,"WITHIN_TOLERANCE",0.946667,17.174037,16.299900,29.053000,36.521500,580.764,100,1.000000,17.877966,17.376200,28.950400,32.811200,900,0.949444,17.095822,16.194000,29.053000,38.686600,159.810,319.450,192518553,192518553,0,-1,72319,7913,10000,1000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""dimension"":1024,""distance"":""cosine"",""efConstruction"":128,""maxConnections"":16}","{""ef"":800}","{""springBootVersion"":""4.1.1"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""dockerServerVersion"":""29.7.2"",""availableProcessors"":16,""os"":""Windows 11 10.0 amd64"",""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""queryPartition"":{""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25""},""javaVersion"":""21.0.11"",""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""physicalMemoryBytes"":51460743168,""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""containerLimits"":{""vector-weaviate"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""metric"":""COSINE"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0}}",2026-09-11T10:08:59.069550Z
