test_id,run_number,database,engine,index,actual_recall,comparison_recall,average_ms,p50_ms,p95_ms,p99_ms,qps,measurement_time_ms,resource_samples,filtered_queries,filtered_recall,filtered_average_ms,filtered_p50_ms,filtered_p95_ms,filtered_p99_ms,filtered_scored_queries,filtered_empty_ground_truth_queries,filtered_empty_ground_truth_violations,unfiltered_queries,unfiltered_recall,unfiltered_average_ms,unfiltered_p50_ms,unfiltered_p95_ms,unfiltered_p99_ms,unfiltered_scored_queries,unfiltered_empty_ground_truth_queries,unfiltered_empty_ground_truth_violations,cpu_average_percent,cpu_max_percent,ram_average_bytes,ram_max_bytes,disk_write_bytes,index_size_bytes,time_to_index_ready_ms,upsert_ms,vector_count,query_executions,concurrency,top_k,warmup_iterations,measurement_iterations,stability_verified,stability_diagnostics,index_parameters,search_parameters,environment,measured_at
"T25",2,"opensearch","Faiss","IVF",0.969072,0.966667,4.550628,4.399800,6.210300,8.310700,2186.174,5031,2,1100,1.000000,3.867833,3.734700,5.462700,7.140700,770,330,0,9900,0.966667,4.626494,4.461800,6.262200,8.425500,9900,0,0,376.325,378.660,5140002111,5140002111,0,84680359,19498,7814,10000,11000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""engine"":""faiss"",""method"":""ivf"",""nlist"":128,""dimension"":1024,""space_type"":""cosinesimil""}","{""nprobes"":32}","{""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""javaVersion"":""21.0.11"",""dockerServerVersion"":""29.7.2"",""physicalMemoryBytes"":51460743168,""os"":""Windows 11 10.0 amd64"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""protocol"":""search-parameter-sweep-v1"",""minimumMeasurementTimeMs"":5000,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""referenceRecallLevels"":[0.9,0.95],""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""}}",2026-09-11T13:48:36.771203300Z
"T25",2,"opensearch","Faiss","IVF",0.969072,0.966667,7.527979,5.969800,24.097300,30.162800,1323.447,5289,2,700,1.000000,5.337561,4.629400,8.428700,24.583500,490,210,0,6300,0.966667,7.771359,6.079400,24.654400,30.350700,6300,0,0,394.475,396.110,5140002111,5140002111,0,84680359,19498,7814,10000,7000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""engine"":""faiss"",""method"":""ivf"",""nlist"":128,""dimension"":1024,""space_type"":""cosinesimil""}","{""nprobes"":64}","{""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""javaVersion"":""21.0.11"",""dockerServerVersion"":""29.7.2"",""physicalMemoryBytes"":51460743168,""os"":""Windows 11 10.0 amd64"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""protocol"":""search-parameter-sweep-v1"",""minimumMeasurementTimeMs"":5000,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""referenceRecallLevels"":[0.9,0.95],""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""}}",2026-09-11T13:48:44.045025400Z
"T25",2,"opensearch","Faiss","IVF",0.969072,0.966667,10.446744,7.556300,34.917900,39.442100,954.427,5238,2,500,1.000000,7.228181,5.783900,27.501600,36.751400,350,150,0,4500,0.966667,10.804362,7.694700,35.109700,39.650400,4500,0,0,394.610,395.920,5140002111,5140002111,0,84680359,19498,7814,10000,5000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""engine"":""faiss"",""method"":""ivf"",""nlist"":128,""dimension"":1024,""space_type"":""cosinesimil""}","{""nprobes"":96}","{""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""javaVersion"":""21.0.11"",""dockerServerVersion"":""29.7.2"",""physicalMemoryBytes"":51460743168,""os"":""Windows 11 10.0 amd64"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""protocol"":""search-parameter-sweep-v1"",""minimumMeasurementTimeMs"":5000,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""referenceRecallLevels"":[0.9,0.95],""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""}}",2026-09-11T13:48:51.143136700Z
"T25",2,"opensearch","Faiss","IVF",0.969072,0.966667,11.778474,8.397900,38.609200,43.917700,844.652,5919,2,500,1.000000,9.099163,6.450800,35.596500,42.643300,350,150,0,4500,0.966667,12.076175,8.539300,38.870000,44.215700,4500,0,0,398.150,400.750,5140002111,5140002111,0,84680359,19498,7814,10000,5000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""engine"":""faiss"",""method"":""ivf"",""nlist"":128,""dimension"":1024,""space_type"":""cosinesimil""}","{""nprobes"":128}","{""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""javaVersion"":""21.0.11"",""dockerServerVersion"":""29.7.2"",""physicalMemoryBytes"":51460743168,""os"":""Windows 11 10.0 amd64"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""protocol"":""search-parameter-sweep-v1"",""minimumMeasurementTimeMs"":5000,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""referenceRecallLevels"":[0.9,0.95],""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationQueries"":100,""method"":""query-type-stratified-sha256"",""evaluationQueries"":200,""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508""}}",2026-09-11T13:48:58.984732300Z
"T27",2,"opensearch","JVector","DiskANN",0.431959,0.428889,9.149050,6.811600,25.935800,32.517800,1087.569,5516,2,600,0.471429,9.076973,6.909800,24.219100,33.441100,420,180,0,5400,0.428889,9.157058,6.791000,26.045000,32.415900,5400,0,0,384.075,386.250,5051955281,5057323991,0,88990882,25297,9135,10000,6000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":10}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:49:59.005764100Z
"T27",2,"opensearch","JVector","DiskANN",0.602062,0.602778,5.937570,4.577400,10.562300,34.905600,1676.007,5369,2,900,0.592857,6.165437,4.587500,15.413300,37.959400,630,270,0,8100,0.602778,5.912251,4.577200,10.483900,34.607900,8100,0,0,383.915,385.330,5063229570,5063766441,1000000,88990882,25297,9135,10000,9000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":20}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:50:06.481088900Z
"T27",2,"opensearch","JVector","DiskANN",0.786082,0.783333,5.912648,4.007000,20.952900,46.409300,1672.641,5380,2,900,0.821429,6.330094,4.388000,21.180800,48.869700,630,270,0,8100,0.783333,5.866265,3.978100,20.907400,46.218700,8100,0,0,388.125,391.880,5067524538,5069135151,0,88990882,25297,9135,10000,9000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":40}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:50:13.672418700Z
"T27",2,"opensearch","JVector","DiskANN",0.873711,0.863889,8.364560,4.854800,38.148000,46.589900,1186.954,5054,2,600,1.000000,15.202405,12.438200,46.679700,56.295600,420,180,0,5400,0.863889,7.604799,4.786100,37.232300,44.149400,5400,0,0,394.300,396.560,5069135151,5069135151,0,88990882,25297,9135,10000,6000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":80}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:50:20.630152400Z
"T27",2,"opensearch","JVector","DiskANN",0.910825,0.903889,9.363034,5.581200,41.523200,48.845400,1061.302,5653,2,600,1.000000,16.514111,13.181000,50.278500,54.436800,420,180,0,5400,0.903889,8.568470,5.516200,40.043900,45.573100,5400,0,0,396.260,397.040,5069135151,5069135151,0,88990882,25297,9135,10000,6000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":120}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:50:28.274839200Z
"T27",2,"opensearch","JVector","DiskANN",0.943814,0.939444,13.999796,8.820900,45.237100,53.833300,710.662,5628,2,400,1.000000,22.654944,18.188300,56.317700,60.523500,280,120,0,3600,0.939444,13.038113,8.647100,44.005100,48.311900,3600,0,0,391.870,393.310,5069135151,5069135151,0,88990882,25297,9135,10000,4000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":200}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:50:36.011365300Z
"T27",2,"opensearch","JVector","DiskANN",0.990722,0.990000,22.157707,13.550600,56.517500,65.226900,449.153,6679,3,300,1.000000,32.027933,26.148500,68.578700,75.890100,210,90,0,2700,0.990000,21.061015,13.287300,54.333600,60.126500,2700,0,0,395.087,396.090,5068777237,5069135151,0,88990882,25297,9135,10000,3000,10,10,1,5,true,"{""required"":false,""verified"":true,""driftThreshold"":0.0,""calibrationRecall"":null,""serialRecallSamples"":[],""concurrentRecallSamples"":[],""stateBefore"":{},""stateAfter"":{},""reason"":""Adapter has no mandatory drift audit""}","{""space_type"":""cosinesimil"",""ef_construction"":128,""dimension"":1024,""m"":16,""engine"":""jvector"",""method"":""disk_ann""}","{""candidate_k"":400}","{""sourceOfTruth"":{""datasetSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""documentCount"":200,""chunkCount"":10000,""synchronizedNow"":false},""queryVectorsSha256"":""d06cc81c1169e1a926fc69a835fabda560932d8834bd687893fe0da301c4cfa9"",""javaVersion"":""21.0.11"",""minimumMeasurementTimeMs"":5000,""referenceRecallLevels"":[0.9,0.95],""protocol"":""search-parameter-sweep-v1"",""availableProcessors"":16,""containerLimits"":{""vector-opensearch-jvector"":""cpuNano=4000000000,memoryBytes=8589934592,memorySwapBytes=8589934592""},""os"":""Windows 11 10.0 amd64"",""physicalMemoryBytes"":51460743168,""documentVectorsSha256"":""cc23f095b88585453940e8fca998f8b16f9573361b0c83f021d7bb095ba9e4c6"",""dockerServerVersion"":""29.7.2"",""springBootVersion"":""4.1.1"",""declaredVectorDbBudget"":{""memoryBytes"":8589934592,""cpuCores"":4.0},""metric"":""COSINE"",""queryDefinitionsSha256"":""e9e52e8cd2ce129bb91205fa1a08f2baf2d4ca8bd28fe9c42299eefdb99ada18"",""cpu"":""AMD64 Family 25 Model 33 Stepping 0, AuthenticAMD"",""resourceSampling"":""capture-window-contained-in-search-window"",""queryPartition"":{""method"":""query-type-stratified-sha256"",""calibrationQueries"":100,""evaluationIdsSha256"":""f856701d0c4b142b59ef1f22919e1e8f1c897145a9bdf88e6b18a59196a6ca25"",""calibrationIdsSha256"":""8b3e0cf00bea0503372f6e0e968ec87a831d597ac5132d0e7ae30ade95164508"",""evaluationQueries"":200}}",2026-09-11T13:50:45.228203900Z
